Ticket,Date,Resultat_net,BNPA,Dividende,Description,Profile_Téléphone_,Profile_Adresse_,Profile_Dirigeants_,Profile_Nombre_de_titres_,Profile_Valorisation_de_la_société_,Company_Name,Pays,Secteur,Trismestre,chiffre,PER
SGBC.ci,2024,97230,3125.0,1547,"La Société Générale de Banques en Côte d’Ivoire (SGBCI) est une filiale de la Société Générale, l’un des plus grands groupes bancaires au monde. Présente depuis plus de 50 ans dans le pays, elle occupe une position dominante depuis de longue date en Côte dIvoire et joue un rôle prépondérant dans le financement de l’économie ivoirienne et ouest africaine. Première banque ivoirienne avec un produit net bancaire de 150 milliards FCFA et un total bilan de 2 152 milliards FCFA. La banque occupe également la 1ère place en termes de prêts à la clientèle et la 1ère place en termes de dépôts clients avec près 20% de part de marché. Malgré la concurrence intense sur le marché, la banque a toujours réussi à rester comme étant l'une des plus grandes banques du pays.",+225 20.20.12.34,"S.A, Siège Social à Abidjan, Plateau 5 et 7 Avenue Joseph Anoma 01 BP 1355 Abidjan 01 Abidjan",GUIGNI MARC,31 111 110,600 444 MFCFA,"Societe General, CI",Cote Ivoire,Banque,"+17,7 %",253286,6.08
SIBC.ci,2020,28057,561.1,270,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque,+6 %,71887,11.76
SIBC.ci,2021,30261,605.22,360,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque,+6 %,74467,10.91
SIBC.ci,2022,34031,680.62,405,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque,+6 %,76532,9.7
SIBC.ci,2023,40090,801.8,494,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque,+6 %,83542,8.23
SIBC.ci,2024,43513,870.0,493,"La Société Ivoirienne de Banque (SIB) est une Société anonyme de droit ivoirien créée en 1962. Elle fait partie des cinq principales banques de la Côte d'ivoire, quatrième banque de côte d’Ivoire en termes de dépôts à la clientèle et troisième en Prêts clientèle. La SIB est implantée dans 15 villes avec un réseau fort de 54 agences, et plus de 300 000 clients Particuliers, Professionnels et Entreprises de toute taille. En septembre 2015, le groupe Attijariwafa bank, à travers sa filiale Attijari Ivoire Holding Offshore SA, a procédé à l’acquisition de 39% du capital et des droits de vote de la Société Ivoirienne de Banque auprès de l’Etat de Côte d’Ivoire, modifiant ainsi la structure du capital et la composition du Conseil d’Administration. Ainsi, le groupe Attijariwafa bank qui détenait 51% du capital de la SIB depuis 2009 renforce sa position d’actionnaire de référence, disposant désormais de 75% après son introduction en bourse.",(225) 20 20 00 00,"34 bd République,Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 ABIDJAN",Mohamed EL GHAZI,50 000 000,317 500 MFCFA,Societé Ivoirienne de Banque,Cote Ivoire,Banque,+6 %,95571,7.59
STBC.ci,2020,5925,306.04,0,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie,+24%,94693,24.49
STBC.ci,2021,8543,476.0,436,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie,+24%,116186,15.75
STBC.ci,2022,9499,529.06,445,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie,+24%,135602,14.17
STBC.ci,2023,11503,641.0,540,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie,+24%,151133,11.69
STBC.ci,2024,12461,694.0,675,"La Société Ivoirienne des Tabacs (Sitab), filiale du britannique Imperial Brands est le leader du marché ivoirien et le seul fabricant de cigarettes en côte d’ivoire. La Sitab, contrôle environ 60 % du marché ivoirien des cigarettes. L'acquisition de la SITAB par Imperial Tobacco Group en avril 2011 a permis à la société de se positionner sur le marché du tabac en Afrique de l'Ouest avec l'ambition de servir les pays de la sous-région.",+225) 21-21-88-04/37 bs,Société Ivoirienne des Tabacs Direction Générale Cocody Nord - Quartie BP 724 CI- Abidjan Abidjan,Éric Thiam Sabates,17 955 000,134 573 MFCFA, Société Ivoirienne des Tabacs,Cote Ivoire,Industrie,+24%,169913,10.8
SMBC.ci,2020,58,7.37,0,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie,+14 %,116253,1614.65
SMBC.ci,2021,9396,1205.32,810,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie,+14 %,102670,9.87
SMBC.ci,2022,8623,1106.19,720,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie,+14 %,139353,10.76
SMBC.ci,2023,9421,1208.56,720,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie,+14 %,276854,9.85
SMBC.ci,2024,17255,2214.0,1080,"SMB, la Compagnie Multinationale de Bitumes, a été créée en 1976, avec pour mission le désenclavement des régions éloignées des pôles de développement. 
 La société assure l'approvisionnement national en produits bitumineux. Elle participe à la construction et la maintenance d'une partie importante du réseau routier de l'Afrique de l'Ouest.",(+225) 21-23-70-70,Boulevard de Petit Bassam - Enceinte de la raffinerie SIR  Abidjan,SIDIBE Marie-Joséphine,7 795 200,91 983 MFCFA,Compagnie Multinationale de Bitumes,Cote Ivoire,Industrie,+14 %,247646,5.37
SNTS.sn,2020,195343,1953.43,1225,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque,"+16,9 %",1179224,9.92
SNTS.sn,2021,201272,2012.72,1225,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque,"+16,9 %",1206086,9.63
SNTS.sn,2022,252459,2524.59,1400,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque,"+16,9 %",1334874,7.68
SNTS.sn,2023,278912,2789.0,1500,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque,"+16,9 %",1455049,6.95
SNTS.sn,2024,331748,3317.0,1575,"La Société Nationale des Télécommunications du Sénégal (SONATEL), premier opérateur téléphonique au Sénégal, a été créée en 1985 suite à la fusion du «Bureau des postes et télécommunications» et de «TV Senegal». #(lf) SONATEL est devenue une entreprise privée en 1997 lorsque France Télécom a pris une participation de 42,33% dans le capital. Afin de faire face à la concurrence croissante, la société a entrepris une stratégie de croissance externe, aidée par son partenaire stratégique Orange. #(lf) Depuis 2002 SONATEL est présente au Mali, en 2007, la société a été créée en Guinée et en Guinée Bissau. L'acquisition la plus récente de la société en 2016 a été l'opérateur leader en Sierra Leone (Airtel). #(lf) Grâce à sa marque Orange, SONATEL fournit des solutions de télécommunications dans les domaines du téléphone, du mobile, de l'internet, de la télévision et des données à plus de 30 millions d’abonnés et dispose d'un parc actif Orange money de 4,5 millions d’abonnés.#(lf) Comme la plupart des opérateurs globaux de téléco...",(+221) 33-839-12-00,"6 Rue WAGANE DIOUF, Sénégal",Sékou DRAME,100 000 000,1 900 000 MFCFA,SONATEL Sénégal,Senegal,Banque,"+16,9 %",1620701,5.84
SDCC.ci,2020,2952,328.04,293,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public,Pas encore%,96477,16.23
SDCC.ci,2021,4307,478.61,338,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public,Pas encore%,127480,11.13
SDCC.ci,2022,4352,483.57,432,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public,Pas encore%,135514,11.01
SDCC.ci,2023,4806,533.95,450,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public,Pas encore%,160671,9.97
SDCC.ci,2024,4904,545.0,482,"La Société de Distribution d’Eau de Côte d’Ivoire « SODECI » a été créée en 1959 en tant que successeur et filiale de la société française « Saur ». 
 La compagnie a la charge exclusive de production et de distribution de l'eau potable dans les zones urbaines de la Côte d'Ivoire depuis 1987. De même, elle est chargée de maintenir et redimensionner l'assainissement, de contrôler la qualité des effluents industriels de la ville d'Abidjan. 
 La SODECI est liée à l'État de la Côte d'Ivoire par un contrat d’affermage qui a été renouvelé en Octobre 2007 pour une période de 16 ans.",(+225) 21-23-30-00 bis,Avenue Christiani - Treichville  Abidjan,Ahmadou BAKAYOKO,9 000 000,44 685 MFCFA,Société Distribution d’Eau CI,Cote Ivoire,Service Public,Pas encore%,175458,9.77
SOGC.ci,2020,4520,209.26,126,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture,Pas encore%,60985,17.8
SOGC.ci,2021,7653,354.25,250,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture,Pas encore%,66605,10.52
SOGC.ci,2022,14728,681.81,558,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture,Pas encore%,83074,5.46
SOGC.ci,2023,15653,724.61,554,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture,Pas encore%,93418,5.14
SOGC.ci,2024,5270,244.0,207,"Créée en 1969 dans le but de désenclaver la région du sud-ouest, la SOGB dispose d’un centre agro-industriel qui couvre 34 712 hectares divisés en 16 840 ha pour le caoutchouc, 7 471 ha pour l'huile de palme et le reste pour les usines et les plantations villageoises. L'activité principale de SOGB est la culture du caoutchouc et la vente de produits en caoutchouc fabriqués ainsi que la transformation et la fabrication de l'huile de palme.",(+225) 22-48-00-38/ 34-72-15-21,21 Route du Lycée Technique-Cocody,Jean-Christophe Dienst,21 601 840,73 338 MFCFA, Société des Caoutchoucs,Cote Ivoire,Agriculture,Pas encore%,73036,15.27
SLBC.ci,2020,13095,7955.24,0,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie,Pas encore%,225004,10.46
SLBC.ci,2021,17520,10644.0,2736,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie,Pas encore%,229359,7.82
